,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Component 2,Role 2,Mole Fraction 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),Source,Exact Amount 1,Exact Amount 2
1390,5119989984342083476,298.15,101.0,Liquid,2,CCCCCCO,Solvent,0.5981,CCCCOCCCC,Solvent,0.4019,,,0.7927530000000003,0.000376,10.1021/je7005727,,
1391,-2306899429021538621,298.15,101.0,Liquid,2,CCCCCCO,Solvent,0.7483,CCCCOCCCC,Solvent,0.2517,,,0.8008770000000002,0.000375,10.1021/je7005727,,
1392,-8746008219138780714,298.15,101.0,Liquid,2,CCCCCCCCO,Solvent,0.2981,CCCCOCCCC,Solvent,0.7019,0.83,0.017,,,10.1016/j.jct.2009.07.001,,
1393,-1318891864967616063,298.15,101.0,Liquid,2,CCCCCCCCO,Solvent,0.4966,CCCCOCCCC,Solvent,0.5034000000000001,0.808,0.0165,,,10.1016/j.jct.2009.07.001,,
1394,-7036665816193690725,298.15,101.0,Liquid,2,CCCCCCCCO,Solvent,0.7311,CCCCOCCCC,Solvent,0.2689,0.525,0.0105,,,10.1016/j.jct.2009.07.001,,
1395,1526327406879785502,298.15,101.0,Liquid,2,CCCCCCCCO,Solvent,0.2978,CCCCOCCCC,Solvent,0.7021999999999999,,,0.7821000000000002,0.000258,10.1016/j.jct.2008.06.001,,
1396,-9029798469356646118,298.15,101.0,Liquid,2,CCCCCCCCO,Solvent,0.4956,CCCCOCCCC,Solvent,0.5044,,,0.7935010000000001,0.0002585,10.1016/j.jct.2008.06.001,,
1397,-1352483082693069752,298.15,101.0,Liquid,2,CCCCCCCCO,Solvent,0.7506,CCCCOCCCC,Solvent,0.2493999999999999,,,0.8079610000000002,0.0002615,10.1016/j.jct.2008.06.001,,
1398,770111400311310149,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.3493,COC=O,Solvent,0.6507000000000001,,,0.9198400000000002,0.000115,10.1016/j.jct.2015.02.019,,
1399,4508743633106298007,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5,COC=O,Solvent,0.5,,,0.90817,0.00012,10.1016/j.jct.2015.02.019,,
1400,-8588133229464958585,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7258,COC=O,Solvent,0.2742,,,0.8955000000000002,0.000135,10.1016/j.jct.2015.02.019,,
1401,2050054865414302996,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.3486,COC=O,Solvent,0.6514,0.422,0.0045,,,10.1016/j.jct.2015.02.019,,
1402,3732626134166725406,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5232,COC=O,Solvent,0.4768,0.409,0.0045,,,10.1016/j.jct.2015.02.019,,
1403,8411273169380566803,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7968,COC=O,Solvent,0.2032,0.219,0.0025,,,10.1016/j.jct.2015.02.019,,
1404,3273594394011772714,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.248,CO,Solvent,0.752,,,0.8375100000000002,8.000000000000002e-05,10.1016/j.jct.2015.02.019,,
1405,-6951124868904201024,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5121,CO,Solvent,0.4879,,,0.8627500000000002,9.000000000000002e-05,10.1016/j.jct.2015.02.019,,
1406,-4053075721831601370,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7472,CO,Solvent,0.2528,,,0.8756700000000002,0.00011,10.1016/j.jct.2015.02.019,,
1407,6243931784769221749,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.264,CO,Solvent,0.736,0.736,0.008,,,10.1016/j.jct.2015.02.019,,
1408,-4986856088934434985,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5081,CO,Solvent,0.4919,1.091,0.0115,,,10.1016/j.jct.2015.02.019,,
1409,1538945392538720056,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7931,CO,Solvent,0.2068999999999999,0.812,0.009,,,10.1016/j.jct.2015.02.019,,
1410,-5450984844629015557,298.15,100.0,Liquid,2,CO,Solvent,0.9167,COC=O,Solvent,0.0833,,,0.8088000000000002,9.000000000000002e-05,10.1016/j.jct.2015.02.019,,
1411,-7648017318434727708,298.15,100.0,Liquid,2,CO,Solvent,0.5054000000000001,COC=O,Solvent,0.4946,,,0.8956100000000002,7.500000000000002e-05,10.1016/j.jct.2015.02.019,,
1412,-1060532783565847665,298.15,100.0,Liquid,2,CO,Solvent,0.2729,COC=O,Solvent,0.7271,,,0.9321000000000004,8.000000000000002e-05,10.1016/j.jct.2015.02.019,,
1413,154256409305925133,298.15,100.0,Liquid,2,CO,Solvent,0.9167,COC=O,Solvent,0.0833,0.311,0.0035,,,10.1016/j.jct.2015.02.019,,
1414,8526995703898238290,298.15,100.0,Liquid,2,CO,Solvent,0.4872999999999999,COC=O,Solvent,0.5127,1.179,0.0125,,,10.1016/j.jct.2015.02.019,,
1415,9052660615101215462,298.15,100.0,Liquid,2,CO,Solvent,0.2822,COC=O,Solvent,0.7178,1.105,0.012,,,10.1016/j.jct.2015.02.019,,
1416,-7117204126976123075,298.15,101.0,Liquid,2,O,Solvent,0.2094,OCCOCCO,Solvent,0.7906,-0.521,0.003,,,10.1016/j.tca.2009.06.004,,
1417,-6218109397596353311,298.15,101.0,Liquid,2,O,Solvent,0.6996,OCCOCCO,Solvent,0.3004,-1.245,0.0065,,,10.1016/j.tca.2009.06.004,,
1418,5060688683211168867,298.15,101.0,Liquid,2,O,Solvent,0.499,OCCOCCO,Solvent,0.501,-1.149,0.0065,,,10.1021/je400158p,,
1419,-8137499627111648540,298.15,101.0,Liquid,2,O,Solvent,0.6990000000000001,OCCOCCO,Solvent,0.301,,,1.0958900000000005,0.000305,10.1021/je700672f,,
1420,-5464945907582509919,298.15,101.0,Liquid,2,O,Solvent,0.4993999999999999,OCCOCCO,Solvent,0.5006,,,1.1070700000000002,0.00026,10.1021/je700672f,,
1421,6369191921823229170,298.15,101.0,Liquid,2,O,Solvent,0.2996999999999999,OCCOCCO,Solvent,0.7003,,,1.1111900000000003,0.000285,10.1021/je700672f,,
1422,9053772732541832232,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.0699,O,Solvent,0.9301,-1.713,0.035,,,10.1016/j.jct.2007.03.010,,
1423,-3028028555920674691,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.77,O,Solvent,0.2299999999999999,-1.711,0.035,,,10.1016/j.jct.2007.03.010,,
1424,4799744171270240326,313.15,101.0,Liquid,2,NCCNCCO,Solvent,0.4001,O,Solvent,0.5999,-4.15,0.0845,,,10.1016/j.jct.2007.03.010,,
1425,-8619827410156320624,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.07,O,Solvent,0.93,,,1.0222800000000003,0.000125,10.1021/je060032n,,
1426,-1032336653470521867,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.7997,O,Solvent,0.2003,,,1.0318300000000002,0.00024,10.1021/je060032n,,
1427,18817833345383040,313.15,101.0,Liquid,2,NCCNCCO,Solvent,0.3997,O,Solvent,0.6003000000000001,,,1.0370100000000002,0.00017,10.1021/je060032n,,
1428,2774207693422937497,298.15,101.0,Liquid,2,NCCCO,Solvent,0.2982,O,Solvent,0.7018,-2.501,0.051,,,10.1016/j.jct.2007.03.010,,
1429,-7218663890703287070,298.15,101.0,Liquid,2,NCCCO,Solvent,0.4989,O,Solvent,0.5011,-2.462,0.05,,,10.1016/j.jct.2007.03.010,,
1430,-422753427795246880,298.15,101.0,Liquid,2,NCCCO,Solvent,0.7515,O,Solvent,0.2485,-1.531,0.031,,,10.1016/j.jct.2007.03.010,,
1431,-2009966564183506243,298.15,101.3,Liquid,2,NCCCO,Solvent,0.2728086663651735,O,Solvent,0.7271913336348265,,,1.0118000000000005,0.0014,10.1021/acs.jced.5b00412,,
1432,-8621431987033475496,298.15,101.3,Liquid,2,NCCCO,Solvent,0.4896422848287638,O,Solvent,0.5103577151712362,,,1.0059000000000002,0.00155,10.1021/acs.jced.5b00412,,
1433,95074393386070172,298.15,101.3,Liquid,2,NCCCO,Solvent,0.708044133701138,O,Solvent,0.291955866298862,,,0.9975000000000004,0.0018,10.1021/acs.jced.5b00412,,
1434,-6135170506485130000,298.15,101.0,Liquid,2,CNCCO,Solvent,0.1992,O,Solvent,0.8008,-2.243,0.0455,,,10.1016/j.jct.2007.03.010,,
1435,6522534191486966842,298.15,101.0,Liquid,2,CNCCO,Solvent,0.5017,O,Solvent,0.4982999999999999,-2.508,0.051,,,10.1016/j.jct.2007.03.010,,
1436,-7076176113370939369,298.15,101.0,Liquid,2,CNCCO,Solvent,0.7988,O,Solvent,0.2012,-1.219,0.025,,,10.1016/j.jct.2007.03.010,,
1437,-2238596221503728544,298.15,101.0,Liquid,2,CNCCO,Solvent,0.1987,O,Solvent,0.8013,,,0.9960300000000002,0.00016,10.1021/je060457+,,
1438,-2924924544035285873,298.15,101.0,Liquid,2,CNCCO,Solvent,0.5041,O,Solvent,0.4959,,,0.9688100000000002,0.000235,10.1021/je060457+,,
1439,1175597008897567827,298.15,101.0,Liquid,2,CNCCO,Solvent,0.8009,O,Solvent,0.1991,,,0.9466300000000002,0.00032,10.1021/je060457+,,
1440,2752301861464146161,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.2052,O,Solvent,0.7948,-2.587,0.0525,,,10.1016/j.jct.2007.03.010,,
1441,-2717832468163025042,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.5365,O,Solvent,0.4635,-2.575,0.0525,,,10.1016/j.jct.2007.03.010,,
1442,-2783978666250498787,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.7996,O,Solvent,0.2004,-1.247,0.0255,,,10.1016/j.jct.2007.03.010,,
1443,670927461081344649,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.5077,O,Solvent,0.4922999999999999,,,0.9237220000000002,0.000504,10.1016/j.jct.2004.11.016,,
1444,1777255896720309867,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.7652,O,Solvent,0.2348,,,0.8989030000000002,0.0005805,10.1016/j.jct.2004.11.016,,
1445,560192476625563335,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.2643298443255894,O,Solvent,0.7356701556744105,,,0.9590000000000002,0.0029,10.1021/acs.jced.6b00888,,
1446,-7141317048782790469,298.15,101.325,Liquid,2,CCCCCC,Solvent,0.7574,CCO,Solvent,0.2426,0.5503,0.00855,,,10.1016/j.fluid.2005.08.001,,
1447,1432575254914454613,298.15,101.325,Liquid,2,CCCCCC,Solvent,0.51,CCO,Solvent,0.49,0.5637,0.0088,,,10.1016/j.fluid.2005.08.001,,
1448,1721048155655185963,298.15,101.325,Liquid,2,CCCCCC,Solvent,0.2875,CCO,Solvent,0.7125,0.4453,0.00695,,,10.1016/j.fluid.2005.08.001,,
1449,2818870221808346195,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.7996,CCO,Solvent,0.2004,,,0.6660000000000001,0.0004,10.1016/j.jct.2007.02.008,,
1450,-2604006033073094726,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.5001,CCO,Solvent,0.4999,,,0.6921000000000002,0.00035,10.1016/j.jct.2007.02.008,,
1451,-5615911495812324577,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.2007999999999999,CCO,Solvent,0.7992,,,0.7355000000000002,0.0003,10.1016/j.jct.2007.02.008,,
1452,-1680028466686777469,298.15,101.0,Liquid,2,CCO,Solvent,0.8046,Cc1ccccc1O,Solvent,0.1954,-1.11203,0.019505,,,10.1016/j.fluid.2017.09.008,,
1453,4022605733584082271,298.15,101.0,Liquid,2,CCO,Solvent,0.5872999999999999,Cc1ccccc1O,Solvent,0.4127,-1.62073,0.017555,,,10.1016/j.fluid.2017.09.008,,
1454,-7375085548866512250,298.15,101.0,Liquid,2,CCO,Solvent,0.1987,Cc1ccccc1O,Solvent,0.8013,-0.94358,0.023465,,,10.1016/j.fluid.2017.09.008,,
1455,1734104099552976285,303.15,100.0,Liquid,2,CCO,Solvent,0.2617,Cc1ccccc1O,Solvent,0.7383,,,0.9948200000000004,0.0006,10.1016/j.jct.2018.12.039,,
1456,-5952948909984154915,303.15,100.0,Liquid,2,CCO,Solvent,0.4698,Cc1ccccc1O,Solvent,0.5302,,,0.9524700000000004,0.0006,10.1016/j.jct.2018.12.039,,
1457,-9101050468149205852,303.15,100.0,Liquid,2,CCO,Solvent,0.7799,Cc1ccccc1O,Solvent,0.2200999999999999,,,0.8671900000000002,0.000605,10.1016/j.jct.2018.12.039,,
1458,-5200739995120082731,298.15,101.0,Liquid,2,CCO,Solvent,0.7997,Cc1cccc(O)c1,Solvent,0.2003,-0.79199,0.011965,,,10.1016/j.fluid.2017.09.008,,
1459,-1462920641006086455,298.15,101.0,Liquid,2,CCO,Solvent,0.4139,Cc1cccc(O)c1,Solvent,0.5861,-1.14624,0.00985,,,10.1016/j.fluid.2017.09.008,,
1460,-10766748142871638,298.15,101.0,Liquid,2,CCO,Solvent,0.2125,Cc1cccc(O)c1,Solvent,0.7875,-0.68742,0.01275,,,10.1016/j.fluid.2017.09.008,,
1461,4987419605785573405,303.15,100.0,Liquid,2,CCO,Solvent,0.2637,Cc1cccc(O)c1,Solvent,0.7363,,,0.9852300000000004,0.0006,10.1016/j.jct.2018.12.039,,
1462,-3878781980124738173,303.15,100.0,Liquid,2,CCO,Solvent,0.4724,Cc1cccc(O)c1,Solvent,0.5276000000000001,,,0.9446300000000002,0.0006,10.1016/j.jct.2018.12.039,,
1463,-6518119324282380712,303.15,100.0,Liquid,2,CCO,Solvent,0.7817,Cc1cccc(O)c1,Solvent,0.2183,,,0.8631500000000002,0.000605,10.1016/j.jct.2018.12.039,,
1464,-3256315315259465556,298.15,101.0,Liquid,2,CCCCOCCCC,Solvent,0.2499,Cc1ccccc1,Solvent,0.7501,0.0742,0.00095,,,10.1016/j.fluid.2011.11.005,,
1465,-3415233549537040241,298.15,101.0,Liquid,2,CCCCOCCCC,Solvent,0.5002,Cc1ccccc1,Solvent,0.4998,0.0783,0.001,,,10.1016/j.fluid.2011.11.005,,
1466,9159225186989323874,298.15,101.0,Liquid,2,CCCCOCCCC,Solvent,0.7495,Cc1ccccc1,Solvent,0.2504999999999999,0.048,0.0007,,,10.1016/j.fluid.2011.11.005,,
1467,791388711507762096,298.15,101.3,Liquid,2,CCCCOCCCC,Solvent,0.1995,Cc1ccccc1,Solvent,0.8005,,,0.8351000000000002,0.00015,10.1016/j.fluid.2007.08.020,,
1468,-6657973809091412957,298.15,101.3,Liquid,2,CCCCOCCCC,Solvent,0.4994,Cc1ccccc1,Solvent,0.5005999999999999,,,0.8030000000000002,0.00015,10.1016/j.fluid.2007.08.020,,
1469,-7367960419256578044,298.15,101.3,Liquid,2,CCCCOCCCC,Solvent,0.799,Cc1ccccc1,Solvent,0.2009999999999999,,,0.7781000000000002,0.00015,10.1016/j.fluid.2007.08.020,,
1470,-6826213117065062034,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.25,CCCCO,Solvent,0.75,0.2829,0.00333,,,10.1016/j.fluid.2011.11.005,,
1471,-4096928761185114243,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.5003,CCCCO,Solvent,0.4997,0.56098,0.00616,,,10.1016/j.fluid.2011.11.005,,
1472,-6331271774198691676,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.7499,CCCCO,Solvent,0.2501,0.63978,0.00696,,,10.1016/j.fluid.2011.11.005,,
1473,-4038876144589268224,293.15,100.0,Liquid,2,C=CCCCC,Solvent,0.9,CCCCO,Solvent,0.0999999999999999,,,0.6818000000000001,0.00035,10.1021/je301301j,,
1474,-2864068536210560868,293.15,100.0,Liquid,2,C=CCCCC,Solvent,0.5018,CCCCO,Solvent,0.4982,,,0.7340000000000002,0.00035,10.1021/je301301j,,
1475,8264807488289751802,293.15,100.0,Liquid,2,C=CCCCC,Solvent,0.1001,CCCCO,Solvent,0.8999,,,0.7924000000000002,0.00035,10.1021/je301301j,,
1476,538730709018859915,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.2506,CCCCO,Solvent,0.7494000000000001,0.3032,0.0035,,,10.1016/j.fluid.2011.11.005,,
1477,6008947453398394510,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.5007,CCCCO,Solvent,0.4992999999999999,0.5325,0.00585,,,10.1016/j.fluid.2011.11.005,,
1478,6151147873200686675,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.7498,CCCCO,Solvent,0.2502,0.5688,0.0062,,,10.1016/j.fluid.2011.11.005,,
1479,4555868378610445624,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.2041,CCCCO,Solvent,0.7959,,,0.7956200000000002,0.00399,10.1016/j.jct.2005.06.011,,
1480,2308942457082740294,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.5039,CCCCO,Solvent,0.4961,,,0.7808600000000002,0.003915,10.1016/j.jct.2005.06.011,,
1481,-521986585436638328,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.7963,CCCCO,Solvent,0.2037,,,0.7701400000000002,0.00386,10.1016/j.jct.2005.06.011,,
1482,-2648200918880251583,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7005,CCCCOCCCC,Solvent,0.2995,0.10948,0.00133,,,10.1016/j.fluid.2009.11.010,,
1483,-1955248339778635812,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4004,CCCCOCCCC,Solvent,0.5996,0.11538,0.001385,,,10.1016/j.fluid.2009.11.010,,
1484,8728025797154224257,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2004,CCCCOCCCC,Solvent,0.7996,0.07397,0.00099,,,10.1016/j.fluid.2009.11.010,,
1485,-2220736178924247004,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7,CCCCOCCCC,Solvent,0.3,,,0.7117300000000002,0.000185,10.1021/je900496t,,
1486,-1071269092850810476,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.3997,CCCCOCCCC,Solvent,0.6003,,,0.7348100000000001,0.000175,10.1021/je900496t,,
1487,-1427543323270568548,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.1999999999999999,CCCCOCCCC,Solvent,0.8,,,0.7497500000000001,0.00017,10.1021/je900496t,,
1488,4103937377715540318,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2733,ClCCCl,Solvent,0.7267,-0.154,0.002,,,10.1016/j.jct.2008.10.007,,
1489,3004001667699265064,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.5035,ClCCCl,Solvent,0.4965,-0.254,0.003,,,10.1016/j.jct.2008.10.007,,
1490,6393481330471606353,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7385,ClCCCl,Solvent,0.2614999999999999,-0.205,0.0025,,,10.1016/j.jct.2008.10.007,,
1491,-5256085397898544566,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2543,ClCCCl,Solvent,0.7457,,,1.1418800000000005,0.002835,10.1016/j.jct.2008.10.007,,
1492,-5088287234698787791,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.4795,ClCCCl,Solvent,0.5205,,,1.0603100000000003,0.00196,10.1016/j.jct.2008.10.007,,
1493,4572594406045037990,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7281,ClCCCl,Solvent,0.2719,,,0.9794600000000002,0.001275,10.1016/j.jct.2008.10.007,,
1494,-9139643468747658750,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2308,ClCCCCl,Solvent,0.7692,-0.054,0.001,,,10.1016/j.jct.2008.10.007,,
1495,-5447300924510981718,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.5145,ClCCCCl,Solvent,0.4855,-0.114,0.0015,,,10.1016/j.jct.2008.10.007,,
1496,2959692765268996499,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7509,ClCCCCl,Solvent,0.2491,-0.088,0.001,,,10.1016/j.jct.2008.10.007,,
1497,-1628572399708916954,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2336,ClCCCCl,Solvent,0.7664,,,1.1122200000000002,0.00274,10.1016/j.jct.2008.10.007,,
1498,-5070082269241054165,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.5255,ClCCCCl,Solvent,0.4745,,,1.0302400000000005,0.00176,10.1016/j.jct.2008.10.007,,
1499,6014932705648468522,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7636,ClCCCCl,Solvent,0.2364,,,0.9644500000000004,0.00119,10.1016/j.jct.2008.10.007,,
1500,-174469344651563418,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2416,ClCCCCCl,Solvent,0.7584,0.08,0.001,,,10.1016/j.jct.2008.10.007,,
1501,3347249875148321248,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.5005,ClCCCCCl,Solvent,0.4995,0.042,0.0005,,,10.1016/j.jct.2008.10.007,,
1502,2852903833010463518,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7528,ClCCCCCl,Solvent,0.2471999999999999,-0.038,0.0005,,,10.1016/j.jct.2008.10.007,,
1503,562523673826928796,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2012,ClCCCCCl,Solvent,0.7988,,,1.0914500000000005,0.00271,10.1016/j.jct.2008.10.007,,
1504,-1796685188972433042,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.4476,ClCCCCCl,Solvent,0.5524,,,1.0367100000000002,0.00193,10.1016/j.jct.2008.10.007,,
1505,1301548238637897534,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7384,ClCCCCCl,Solvent,0.2616,,,0.9673900000000002,0.00123,10.1016/j.jct.2008.10.007,,
1506,4402685745974464,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2797,ClCCCCCCl,Solvent,0.7202999999999999,0.14,0.0015,,,10.1016/j.jct.2008.10.007,,
1507,2261945651229092981,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.48,ClCCCCCCl,Solvent,0.52,0.135,0.0015,,,10.1016/j.jct.2008.10.007,,
1508,-2280025698499599140,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7665,ClCCCCCCl,Solvent,0.2335,0.048,0.001,,,10.1016/j.jct.2008.10.007,,
1509,-9106322057236476644,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2831,ClCCCCCCl,Solvent,0.7169,,,1.0500100000000003,0.002325,10.1016/j.jct.2008.10.007,,
1510,-1386295486489260971,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.4756,ClCCCCCCl,Solvent,0.5244,,,1.0154800000000002,0.001795,10.1016/j.jct.2008.10.007,,
1511,-1612272542116815170,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7551,ClCCCCCCl,Solvent,0.2449,,,0.9583400000000004,0.001185,10.1016/j.jct.2008.10.007,,
1512,2512098414982098956,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2066,ClCCCCCCCl,Solvent,0.7934,0.156,0.002,,,10.1016/j.jct.2008.10.007,,
1513,-491605095018942836,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.4832,ClCCCCCCCl,Solvent,0.5167999999999999,0.211,0.0025,,,10.1016/j.jct.2008.10.007,,
1514,-3944009550887876280,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7658,ClCCCCCCCl,Solvent,0.2341999999999999,0.104,0.0015,,,10.1016/j.jct.2008.10.007,,
1515,-7435438790157949670,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2459,ClCCCCCCCl,Solvent,0.7541,,,1.0342500000000003,0.00233,10.1016/j.jct.2008.10.007,,
1516,6102935070355454863,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.5124,ClCCCCCCCl,Solvent,0.4876,,,0.9958200000000004,0.00166,10.1016/j.jct.2008.10.007,,
1517,2140592497140980760,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7826,ClCCCCCCCl,Solvent,0.2174,,,0.9477200000000002,0.001125,10.1016/j.jct.2008.10.007,,
1518,-8272325465261308041,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.1719,ClCCCl,Solvent,0.8281000000000001,-0.234,0.0025,,,10.1016/j.jct.2008.10.007,,
1519,4046953278350042122,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5012,ClCCCl,Solvent,0.4988,-0.551,0.006,,,10.1016/j.jct.2008.10.007,,
1520,6411016862223858020,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7169,ClCCCl,Solvent,0.2831,-0.446,0.005,,,10.1016/j.jct.2008.10.007,,
1521,3138554004327013524,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.1723,ClCCCl,Solvent,0.8277,,,1.1593400000000005,0.00269,10.1016/j.jct.2008.10.007,,
1522,1529619379118984650,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.4925,ClCCCl,Solvent,0.5075000000000001,,,1.0312600000000005,0.001025,10.1016/j.jct.2008.10.007,,
1523,8521254369699970702,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7654,ClCCCl,Solvent,0.2346,,,0.9447000000000004,0.000365,10.1016/j.jct.2008.10.007,,
1524,-3536136645128262997,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2781,ClCCCCl,Solvent,0.7219,-0.205,0.0025,,,10.1016/j.jct.2008.10.007,,
1525,-1434836725983953446,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5067,ClCCCCl,Solvent,0.4932999999999999,-0.34,0.004,,,10.1016/j.jct.2008.10.007,,
1526,-7553483703886053619,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.738,ClCCCCl,Solvent,0.262,-0.284,0.003,,,10.1016/j.jct.2008.10.007,,
1527,3153555806265169299,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2602,ClCCCCl,Solvent,0.7398,,,1.0897500000000002,0.001985,10.1016/j.jct.2008.10.007,,
1528,6920414387819944911,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5391,ClCCCCl,Solvent,0.4609,,,1.0043100000000005,0.000855,10.1016/j.jct.2008.10.007,,
1529,-730976079796234244,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.758,ClCCCCl,Solvent,0.242,,,0.9436300000000002,0.000375,10.1016/j.jct.2008.10.007,,
1530,-7158997792455411509,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2183,ClCCCCCl,Solvent,0.7817000000000001,-0.098,0.0015,,,10.1016/j.jct.2008.10.007,,
1531,2671281428254649987,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.4979,ClCCCCCl,Solvent,0.5021,-0.241,0.0025,,,10.1016/j.jct.2008.10.007,,
1532,5038515626033980771,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7494,ClCCCCCl,Solvent,0.2506,-0.187,0.002,,,10.1016/j.jct.2008.10.007,,
1533,-8587783079669865340,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.232,ClCCCCCl,Solvent,0.768,,,1.0737200000000002,0.00204,10.1016/j.jct.2008.10.007,,
1534,-7765785327031448147,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.523,ClCCCCCl,Solvent,0.477,,,0.9999800000000002,0.000885,10.1016/j.jct.2008.10.007,,
